Pid,is_helpful,rating,Actual Response,Review Number,Cost per review,Time Taken,amazon_page,Review text,Rephrased Snippets,aspect,QA_Content,Accept,Processed_QA_Content,id,accept_choice1,accept1,annotator,annotation_id,created_at,updated_at,lead_time,Model_choice
90bff502-b5e4-11ee-92e6-6d304ea26a0e,0,4,"""{'feature': 'installation ease of flood-security-lights', 'actual_sentence_extracted': 'Installation was easy as well.', 'rephrased_it(without experience & observation)': 'The user mentioned that the installation was easy.', 'sentiment': 'positive'}""",1,0,1.382420301437378,https://amazon.com/dp/B0C27MSSX2,"I ordered this a week ago and they didn’t work.

Amazon replaced them and these work great.

Great sensor and brightness is excellent.

Installation was easy as well.

Like the long cord if you need to place the solar panel in a different location.

The only problem I have is with the remote.

I wanted to be able to turn it on from my bedroom window.

But for some reason it won’t turn on the through the window.

Otherwise great lights.","{'feature': 'installation ease of flood-security-lights', 'actual_sentence_extracted': 'Installation was easy as well.', 'rephrased_it(without experience & observation)': 'The user mentioned that the installation was easy.', 'sentiment': 'positive'}",installation ease,The user mentioned that the installation was easy.,,Installation was easy.,445269,NO,Installation was easy.,38,384785,2024-05-29T05:09:31.050956Z,2024-05-29T05:09:31.051008Z,2.335,YES
90bff502-b5e4-11ee-92e6-6d304ea26a0e,0,4,"""{'feature': 'energy efficiency of flood-security-lights', 'actual_sentence_extracted': 'But the extra long wire is not detachable. This means you must wind it up and mount it some how behind the light.', 'rephrased_it(without experience & observation)': 'The user mentioned that the extra long wire is not detachable and it is difficult to wind it up and mount it behind the light.', 'sentiment': 'negative'}""",8,0,2.191481590270996,https://amazon.com/dp/B0C27MSSX2,"The extra long wire helped with location of one of the units.  

I am very happy how it allowed mounting that is way superior to the old unit I replaced.  

The cupped mounting system also made it easier to mount.  

The second light I mounted the solar panel to the light.  

Nice mounting again.  

But the extra long wire is not detachable.  

This means you must wind it up and mount it some how behind the light.  

It works, but it could be better.","{'feature': 'energy efficiency of flood-security-lights', 'actual_sentence_extracted': 'But the extra long wire is not detachable. This means you must wind it up and mount it some how behind the light.', 'rephrased_it(without experience & observation)': 'The user mentioned that the extra long wire is not detachable and it is difficult to wind it up and mount it behind the light.', 'sentiment': 'negative'}",energy efficiency,The user mentioned that the extra long wire is not detachable and it is difficult to wind it up and mount it behind the light.,,The extra long wire is difficult to wind up and mount behind the light as it is not detachable.,445268,NO,The extra long wire is difficult to wind up and mount behind the light as it is not detachable.,38,384780,2024-05-29T05:09:18.173444Z,2024-05-29T05:09:18.173493Z,3.979,NO
90bff502-b5e4-11ee-92e6-6d304ea26a0e,0,5,"""{'feature': 'energy efficiency of flood-security-lights', 'actual_sentence_extracted': 'These mount very easily and the solar side works well.', 'rephrased_it(without experience & observation)': 'The user mentioned that the lights mount easily and the solar side works well.', 'sentiment': 'positive'}""",6,0,1.613468647003174,https://amazon.com/dp/B0C27MSSX2,"I belong to several local community groups, mostly art and music related.  

We have several areas that have special historical significance.

We don’t have any money, so we have to work with things as best we can.  

I have gotten these lights to provide some nighttime security and ambiance to multiple areas.  

These include a 170 year old log cabin, a community garden, a 100+ year old train station and more., These mount very easily and the solar side works well.,","{'feature': 'energy efficiency of flood-security-lights', 'actual_sentence_extracted': 'These mount very easily and the solar side works well.', 'rephrased_it(without experience & observation)': 'The user mentioned that the lights mount easily and the solar side works well.', 'sentiment': 'positive'}",energy efficiency,The user mentioned that the lights mount easily and the solar side works well.,,The lights mount easily and the solar side works well.,445267,NO,The lights mount easily and the solar side works well.,38,384778,2024-05-29T05:09:12.713416Z,2024-05-29T05:09:12.713472Z,3.863,NO
90bff502-b5e4-11ee-92e6-6d304ea26a0e,0,4,"""{'feature': 'energy efficiency of flood-security-lights', 'actual_sentence_extracted': 'The batteries on these lights last a long time and they last from dusk to dawn in \""mode 2\"".', 'rephrased_it(without experience & observation)': 'The user mentioned that the batteries of the flood-security-lights last long and they last from dusk to dawn in mode 2.', 'sentiment': 'positive'}""",4,0,2.10627293586731,https://amazon.com/dp/B0C27MSSX2,"I keep them set on ""mode 2"" which is dim all night until motion where they get bright for like 20-30 seconds until the motion is gone.  

The motion sensing works good.  

These are mainly to keep track of our dogs at night as our yard is very large.  

We have enough motion lights on the perimeter to locate them as they walk/run by.  

The batteries on these lights last a long time and they last from dusk to dawn in ""mode 2"".  

The remote has a very limited range, however.","{'feature': 'energy efficiency of flood-security-lights', 'actual_sentence_extracted': 'The batteries on these lights last a long time and they last from dusk to dawn in ""mode 2"".', 'rephrased_it(without experience & observation)': 'The user mentioned that the batteries of the flood-security-lights last long and they last from dusk to dawn in mode 2.', 'sentiment': 'positive'}",energy efficiency,The user mentioned that the batteries of the flood-security-lights last long and they last from dusk to dawn in mode 2.,,The batteries of the flood-security-lights last long and they last from dusk to dawn in mode 2.,445265,YES,The batteries of the flood-security-lights last long and they last from dusk to dawn in mode 2.,38,384731,2024-05-29T05:03:57.092860Z,2024-05-29T05:03:57.092901Z,3.107,YES
90bff502-b5e4-11ee-92e6-6d304ea26a0e,13,2,"""{'feature': 'energy efficiency of flood-security-lights', 'actual_sentence_extracted': 'All this company had to do was to allow access to change the battery, and that wouldve worked.', 'rephrased_it(without experience & observation)': 'The user mentioned that the company could have made it work if they had allowed access to change the battery.', 'sentiment': 'negative'}""",3,0,1.961725950241089,https://amazon.com/dp/B0C27MSSX2,"In-fact, all-but useless.  

All, and I mean ALL that I have purchased will be going back, and I will begin the process all over again with another brand that does the same exact thing...

Just has far more sustainably and has thought this through.  

All this company had to do was to allow access to change the battery, and that wouldve worked.  

Nope!"", Well, buyer beware...

Mine are going back.,

Hope this is informative.  

Be well, all...","{'feature': 'energy efficiency of flood-security-lights', 'actual_sentence_extracted': 'All this company had to do was to allow access to change the battery, and that wouldve worked.', 'rephrased_it(without experience & observation)': 'The user mentioned that the company could have made it work if they had allowed access to change the battery.', 'sentiment': 'negative'}",energy efficiency,The user mentioned that the company could have made it work if they had allowed access to change the battery.,,"If we had been allowed access to change the battery, we could have made it work.",445264,YES,"If we had been allowed access to change the battery, we could have made it work.",38,384729,2024-05-29T05:03:52.175929Z,2024-05-29T05:03:52.175983Z,3.341,OTHER
90bff502-b5e4-11ee-92e6-6d304ea26a0e,0,5,"""{'feature': 'energy efficiency of flood-security-lights', 'actual_sentence_extracted': 'Solar lights are so amazing!!', 'rephrased_it(without experience & observation)': 'The user expressed his amazement towards solar lights.', 'sentiment': 'positive'}""",2,0,1.449475288391113,https://amazon.com/dp/B0C27MSSX2,"""Solar lights are so amazing!!

but this one in particular is super cool.

It has 16 feet of cable!!

So convenient to place wherever you need light shined on.

I really like that the three heads of the light ports are unattached, and flexible so one can be turned to the left, the middle pointing straight, and the right one to the right.

I cant emphasize enough to not lose the remote control because it is very useful in order to set the settings/change them.""","{'feature': 'energy efficiency of flood-security-lights', 'actual_sentence_extracted': 'Solar lights are so amazing!!', 'rephrased_it(without experience & observation)': 'The user expressed his amazement towards solar lights.', 'sentiment': 'positive'}",energy efficiency,The user expressed his amazement towards solar lights.,,I am amazed by solar lights.,445263,NO,I am amazed by solar lights.,38,384728,2024-05-29T05:03:47.586204Z,2024-05-29T05:03:47.586236Z,1.854,OTHER
90bff502-b5e4-11ee-92e6-6d304ea26a0e,0,4,"""{'feature': 'energy efficiency of flood-security-lights', 'actual_sentence_extracted': 'I like how they are solar so no hassle of having to run electricity to it.', 'rephrased_it(without experience & observation)': 'The user mentioned that he likes the fact that the floodlights are solar powered and there is no hassle of running electricity to it.', 'sentiment': 'positive'}""",1,0,1.961369276046753,https://amazon.com/dp/B0C27MSSX2,"These are very good floodlights.

I like how they are solar so no hassle of having to run electricity to it.

You can pretty much mount this anywhere which is great.

I do wish that it was a little brighter which is consistent with most solar powered lights.

Overall great product!","{'feature': 'energy efficiency of flood-security-lights', 'actual_sentence_extracted': 'I like how they are solar so no hassle of having to run electricity to it.', 'rephrased_it(without experience & observation)': 'The user mentioned that he likes the fact that the floodlights are solar powered and there is no hassle of running electricity to it.', 'sentiment': 'positive'}",energy efficiency,The user mentioned that he likes the fact that the floodlights are solar powered and there is no hassle of running electricity to it.,,I like that the floodlights are solar powered and there is no hassle of running electricity to it.,445262,YES,I like that the floodlights are solar powered and there is no hassle of running electricity to it.,38,384727,2024-05-29T05:03:44.515102Z,2024-05-29T05:03:44.515156Z,2.289,YES
90bff502-b5e4-11ee-92e6-6d304ea26a0e,0,5,"""{'feature': 'coverage area of flood-security-lights', 'actual_sentence_extracted': 'Another unique feature is the two side lights, which are curved and thus could cast a wider light path.', 'rephrased_it(without experience & observation)': 'The user mentioned that the two side lights are curved and can cast a wider light path.', 'sentiment': 'positive'}""",6,0,1.891653299331665,https://amazon.com/dp/B0C27MSSX2,"The brightness of the lights is comparable with other offers from other manufacturers.  

I like the easy installation with two pieces (a holder plate and the attachment with just sliding on).  

Another unique feature is the two side lights, which are curved and thus could cast a wider light path., Motion detection is within my expectation from the side as well as in front / below.  

Overall, this set has a very good first impression.","{'feature': 'coverage area of flood-security-lights', 'actual_sentence_extracted': 'Another unique feature is the two side lights, which are curved and thus could cast a wider light path.', 'rephrased_it(without experience & observation)': 'The user mentioned that the two side lights are curved and can cast a wider light path.', 'sentiment': 'positive'}",coverage area,The user mentioned that the two side lights are curved and can cast a wider light path.,,The two side lights are curved and can cast a wider light path.,445261,YES,The two side lights are curved and can cast a wider light path.,38,384726,2024-05-29T05:03:40.862125Z,2024-05-29T05:03:40.862178Z,2.541,YES
90bff502-b5e4-11ee-92e6-6d304ea26a0e,0,1,"""{'feature': 'coverage area of flood-security-lights', 'actual_sentence_extracted': 'I bought these lights for my safe return home after dark.', 'rephrased_it(without experience & observation)': 'The user mentioned that he bought these lights for his safe return home after dark.', 'sentiment': 'neutral'}""",4,0,1.647132873535156,https://amazon.com/dp/B0C27MSSX2,"The media could not be loaded.                , ""'xa0I bought these lights for my safe return home after dark.

However only one light work and the only way to get another is to return it and pay a fee for pickup.

Which is something I cant do bc

I dont have a vehicle.

So please make sure they both work before installing.""","{'feature': 'coverage area of flood-security-lights', 'actual_sentence_extracted': 'I bought these lights for my safe return home after dark.', 'rephrased_it(without experience & observation)': 'The user mentioned that he bought these lights for his safe return home after dark.', 'sentiment': 'neutral'}",coverage area,The user mentioned that he bought these lights for his safe return home after dark.,,I bought these lights for my safe return home after dark.,445260,NO,I bought these lights for my safe return home after dark.,38,384725,2024-05-29T05:03:37.195367Z,2024-05-29T05:03:37.195399Z,2.518,OTHER
90bff502-b5e4-11ee-92e6-6d304ea26a0e,13,2,"""{'feature': 'coverage area of flood-security-lights', 'actual_sentence_extracted': 'In the front of our home, I know (until around midnight) if someone is lurking anywhere near our front window or either of the gated areas.', 'rephrased_it(without experience & observation)': 'The user mentioned that he can know if someone is lurking anywhere near his front window or either of the gated areas in the front of his home until around midnight.', 'sentiment': 'positive'}""",3,0,2.480176448822021,https://amazon.com/dp/B0C27MSSX2,"""This thing, at first glance, is terrific!  It provides all of the features Id been looking for.  Great mountability, ease if use, several settings, even a really handy remote.  I cannot believe how easy these things are to mount, and the cord allows you the distance to put them just about anywhere... If you like, you can actually also get an extension cord online here at Amazon, to put them even further away--believe it or not!  So impressed was I, that Ive purchased seven of these around my home, which now looks to be more of a night-light action fortress... Thanks to these lights.  When my wife and I take our puppy out, the moment we open the door... Each of these, motion-sensor set, progressively lights our way... Joy, our puppy, can see with perfect clarity, and I never flip a switch (until around midnight).  In the front of our home, I know (until around midnight) if someone is lurking anywhere near our front window or either of the gated areas.  And importantly, any prowler knows that I know--Instantly.  Again, please note... Until about midnight.  Because, these things have about a 3 hour life... Provided theyre on setting number 3 (nightlight until set off by motion sensor). Perfect, absolute perfection, if youre looking for a fraction of your nights lighting and protection."", ""This battery life thing was so completely not well thought out, and there is no way, according to customer service, to update the internal battery.  ABSOLUTELY ridiculous.  Now, please understand, there are batteries out there that would make these things completely and marvelously functional.  But, you cannot access the battery in these to change them to make them longer-lasting.  Ive asked, Ive tried... Ive done so with the other products that Ive bought through other manufacturers.  The other products have worked absolutely perfectly with this simple upgrade.  And folks, winter is coming, temperatures are dropping, day light will be lessening.  That means these lights, will only function for maybe, two hours?"", ""So, in my opinion, that makes this product completely not useful.  In-fact, all-but useless.  All, and I mean ALL that I have purchased will be going back, and I will begin the process all over again with another brand that does the same exact thing... Just has far more sustainably and has thought this through.  All this company had to do was to allow access to change the battery, and that wouldve worked.  Nope!"", Well, buyer beware... Mine are going back., Hope this is informative.  Be well, all...","{'feature': 'coverage area of flood-security-lights', 'actual_sentence_extracted': 'In the front of our home, I know (until around midnight) if someone is lurking anywhere near our front window or either of the gated areas.', 'rephrased_it(without experience & observation)': 'The user mentioned that he can know if someone is lurking anywhere near his front window or either of the gated areas in the front of his home until around midnight.', 'sentiment': 'positive'}",coverage area,The user mentioned that he can know if someone is lurking anywhere near his front window or either of the gated areas in the front of his home until around midnight.,,I can't know if someone is lurking near my front window or gated areas until around midnight.,445259,YES,I can't know if someone is lurking near my front window or gated areas until around midnight.,38,384724,2024-05-29T05:03:33.408470Z,2024-05-29T05:03:33.408522Z,3.591,OTHER
90bff502-b5e4-11ee-92e6-6d304ea26a0e,0,2,"""{'feature': 'coverage area of flood-security-lights', 'actual_sentence_extracted': 'There is NO WAY that photo they used to sell it is accurate because the solar panel alone is the size of the rain gutter.', 'rephrased_it(without experience & observation)': 'The user mentioned that the size of the solar panel is similar to the size of the rain gutter and the photo used to sell it is not accurate.', 'sentiment': 'negative'}""",2,0,2.255625247955322,https://amazon.com/dp/B0C27MSSX2,"My security lights arrived.

, Boy those photos on Amazon sure are deceptive when it comes to size., As you can see they aren’t much larger than a cell phone.

, There is NO WAY that photo they used to sell it is accurate because the solar panel alone is the size of the rain gutter.

, I’m returning for something larger.

These are like a toy.","{'feature': 'coverage area of flood-security-lights', 'actual_sentence_extracted': 'There is NO WAY that photo they used to sell it is accurate because the solar panel alone is the size of the rain gutter.', 'rephrased_it(without experience & observation)': 'The user mentioned that the size of the solar panel is similar to the size of the rain gutter and the photo used to sell it is not accurate.', 'sentiment': 'negative'}",coverage area,The user mentioned that the size of the solar panel is similar to the size of the rain gutter and the photo used to sell it is not accurate.,,The size of the solar panel is similar to the rain gutter and the photo used to sell it is not accurate.,445258,Other,The size of the solar panel is similar to the rain gutter and the photo used to sell it is not accurate.,38,384723,2024-05-29T05:03:26.543914Z,2024-05-29T05:03:26.543982Z,6.801,OTHER
