Pid,is_helpful,rating,Actual Response,Review Number,Cost per review,Time Taken,amazon_page,Review text,Rephrased Snippets,aspect,QA_Content,Accept,Processed_QA_Content,Accept_choice
02887bf5-8cbb-11ed-a7ba-930ee103a0a2,0,4,"""{'feature': 'compatibility of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'To be clear, the speaker has no problem switching between devices but the additional optional software seems to have some connection problems of some sort.', 'rephrased_it(without experience & observation)': 'The user mentioned that the speaker has no problem switching between devices but the additional optional software seems to have some connection problems of some sort.', 'sentiment': 'neutral'}""",5,0,2.254044055938721,https://amazon.com/dp/B08X4YMTPM,"To be clear, the speaker has no problem switching between devices but the additional optional software seems to have some connection problems of some sort.

Overall though we love this speaker and plan to get another to connect to sync music across the common spaces.

Great buy!""","{'feature': 'compatibility of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'To be clear, the speaker has no problem switching between devices but the additional optional software seems to have some connection problems of some sort.', 'rephrased_it(without experience & observation)': 'The user mentioned that the speaker has no problem switching between devices but the additional optional software seems to have some connection problems of some sort.', 'sentiment': 'neutral'}",compatibility,The user mentioned that the speaker has no problem switching between devices but the additional optional software seems to have some connection problems of some sort.,,"I have no problem switching between devices with the speaker, but the additional optional software seems to have some connection problems.",yes
02887bf5-8cbb-11ed-a7ba-930ee103a0a2,0,1,"""{'feature': 'compatibility of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'I bought it because JBL says you can connect with multiple speakers, but in fact it can pair only with JBL 5 and Pulse 4.', 'rephrased_it(without experience & observation)': 'The user mentioned that JBL claims to support multiple speakers, but in reality, it only works with JBL 5 and Pulse 4.', 'sentiment': 'negative'}""",6,0,2.38573956489563,https://amazon.com/dp/B08X4YMTPM,"I bought it because JBL says you can connect with multiple speakers, but in fact it can pair only with JBL 5 and Pulse 4.

I bought to pair with my Extreme 2 and guess what?

I'm returning it.

This is the type of information that should be disclosed upfront as ""parental advisory"" warnings.

I bet my liver there is a high returns rate due to this issue.

Simply ridiculous!

As soon as my Extreme 2 dies, I'll replace it by other brands.","{'feature': 'compatibility of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'I bought it because JBL says you can connect with multiple speakers, but in fact it can pair only with JBL 5 and Pulse 4.', 'rephrased_it(without experience & observation)': 'The user mentioned that JBL claims to support multiple speakers, but in reality, it only works with JBL 5 and Pulse 4.', 'sentiment': 'negative'}",compatibility,"The user mentioned that JBL claims to support multiple speakers, but in reality, it only works with JBL 5 and Pulse 4.",,"JBL claims to support multiple speakers, but in reality, it only works with JBL 5 and Pulse 4.",yes
02887bf5-8cbb-11ed-a7ba-930ee103a0a2,2,5,"""{'feature': 'connectivity range of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'I went from the Charge 4 to the Charge 5 so I could increase my Bluetooth range, and that was not a disappointment.', 'rephrased_it(without experience & observation)': 'The user mentioned that they upgraded from Charge 4 to Charge 5 to increase Bluetooth range and it was not a disappointment.', 'sentiment': 'positive'}""",2,0,2.240872621536255,https://amazon.com/dp/B08X4YMTPM,"I went from the Charge 4 to the Charge 5

so I could increase my Bluetooth range, and that was not a disappointment.

When I am still a little disappointed in is that periodically The speakers will just disconnect.

I’ve made sure that the software has been updated and I’ve even disconnected the Bluetooth connectivity and repaired them.","{'feature': 'connectivity range of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'I went from the Charge 4 to the Charge 5 so I could increase my Bluetooth range, and that was not a disappointment.', 'rephrased_it(without experience & observation)': 'The user mentioned that they upgraded from Charge 4 to Charge 5 to increase Bluetooth range and it was not a disappointment.', 'sentiment': 'positive'}",connectivity range,The user mentioned that they upgraded from Charge 4 to Charge 5 to increase Bluetooth range and it was not a disappointment.,,I upgraded from Charge 4 to Charge 5 to increase Bluetooth range and it was not a disappointment.,yes
02887bf5-8cbb-11ed-a7ba-930ee103a0a2,22,4,"""{'feature': 'connectivity range of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'Bluetooth range is SHOCKINGLY good. I took it to a company picnic and went to play some cornhole over 100 ft away with phone in my pocket. Not 1 single drop out.', 'rephrased_it(without experience & observation)': 'The user mentioned that the Bluetooth range of the speaker is very good. He took it to a company picnic and went to play some cornhole over 100 ft away with phone in his pocket. There was not even a single drop out.', 'sentiment': 'positive'}""",3,0,3.094457864761353,https://amazon.com/dp/B08X4YMTPM,"First off, this thing looks reaaaalllly good.

Impressive industrial design and built quality.

Easy to use.

Bluetooth range is SHOCKINGLY good.

I took it to a company picnic and went to play some cornhole over 100 ft away with phone in my pocket.

Not 1 single drop out.  

That alone lead to 2 people at the picnic to lock into Amazon and buy one on the spot.  

Battery last for just about any length party you have in mind.","{'feature': 'connectivity range of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'Bluetooth range is SHOCKINGLY good. I took it to a company picnic and went to play some cornhole over 100 ft away with phone in my pocket. Not 1 single drop out.', 'rephrased_it(without experience & observation)': 'The user mentioned that the Bluetooth range of the speaker is very good. He took it to a company picnic and went to play some cornhole over 100 ft away with phone in his pocket. There was not even a single drop out.', 'sentiment': 'positive'}",connectivity range,The user mentioned that the Bluetooth range of the speaker is very good. He took it to a company picnic and went to play some cornhole over 100 ft away with phone in his pocket. There was not even a single drop out.,,The Bluetooth range of the speaker is very good. I took it to a company picnic and played cornhole over 100 ft away with my phone in my pocket without any dropouts.,yes
02887bf5-8cbb-11ed-a7ba-930ee103a0a2,0,3,"{'feature': 'connectivity range of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'I operated two of these on stereo and they held a solid connection at 30ft with people walking around.', 'rephrased_it(without experience & observation)': 'The user mentioned that he operated two of these on stereo and they held a solid connection at 30ft with people walking around.', 'sentiment': 'positive'}",4,0,2.113004922866821,https://amazon.com/dp/B08X4YMTPM,"I want to emphasize that I have another friend that complained about the same thing.

, Connectivity: Connecting these speakers to the smartphone or another speaker was a breeze.  

I operated two of these on stereo and they held a solid connection at 30ft with people walking around.,

Design: It is a very catchy speaker.  

The fabric, color, and the buttons at the top make it look premium.  

You can use it vertically or horizontally on a table as it has cushions/bumpers on both directions.","{'feature': 'connectivity range of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'I operated two of these on stereo and they held a solid connection at 30ft with people walking around.', 'rephrased_it(without experience & observation)': 'The user mentioned that he operated two of these on stereo and they held a solid connection at 30ft with people walking around.', 'sentiment': 'positive'}",connectivity range,The user mentioned that he operated two of these on stereo and they held a solid connection at 30ft with people walking around.,,I operated two of these on stereo and they held a solid connection at 30ft with people walking around.,yes
02887bf5-8cbb-11ed-a7ba-930ee103a0a2,0,4,"""{'feature': 'connectivity range of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'A good choice for bluetooth connectivity to a laptop.', 'rephrased_it(without experience & observation)': 'The user mentioned that the speaker is a good choice for Bluetooth connectivity to a laptop.', 'sentiment': 'positive'}""",5,0,1.707712888717651,https://amazon.com/dp/B08X4YMTPM,"A good choice for bluetooth connectivity to a laptop.

My laptop is ACER and the JBL hooks up quickly.

, The sound quality is good but I feel just a little bit bassy.

, Overall, cheaper than the Bose and prolly just as good.

, The only thing it is missing is a carrying strap.","{'feature': 'connectivity range of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'A good choice for bluetooth connectivity to a laptop.', 'rephrased_it(without experience & observation)': 'The user mentioned that the speaker is a good choice for Bluetooth connectivity to a laptop.', 'sentiment': 'positive'}",connectivity range,The user mentioned that the speaker is a good choice for Bluetooth connectivity to a laptop.,,The speaker is a good choice for Bluetooth connectivity to my laptop.,yes
02887bf5-8cbb-11ed-a7ba-930ee103a0a2,0,4,"""{'feature': 'connectivity range of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'My biggest gripe is the connectivity. I get occasional bluetooth drop outs, even when the phone is sitting just inches away.', 'rephrased_it(without experience & observation)': 'The user mentioned that he faced issues with the connectivity of the speaker and got occasional bluetooth drop outs, even when the phone was sitting just inches away.', 'sentiment': 'negative'}""",7,0,2.292381525039673,https://amazon.com/dp/B08X4YMTPM,"""Its hard to imagine needing more sound then this puts out, unless you are covering very large outdoor areas. Even then, you can link two or more of these together to get good coverage. Sound quality is very good, and this thing is tough. You dont need to worry about it being harmed by the elements."", My biggest gripe is the connectivity. I get occasional bluetooth drop outs, even when the phone is sitting just inches away., ""Also, bluetooth is your only option. That might not be a big deal for some, but if you walk away from the speaker with the phone in your pocket, the connection will drop. If you want to use this on your deck, patio, or garden, than a Wi-Fi speaker is a much better method. If you want to hard-wire this, you cant.""","{'feature': 'connectivity range of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'My biggest gripe is the connectivity. I get occasional bluetooth drop outs, even when the phone is sitting just inches away.', 'rephrased_it(without experience & observation)': 'The user mentioned that he faced issues with the connectivity of the speaker and got occasional bluetooth drop outs, even when the phone was sitting just inches away.', 'sentiment': 'negative'}",connectivity range,"The user mentioned that he faced issues with the connectivity of the speaker and got occasional bluetooth drop outs, even when the phone was sitting just inches away.",,"I faced issues with the connectivity of the speaker and got occasional bluetooth drop outs, even when the phone was sitting just inches away.",yes
02887bf5-8cbb-11ed-a7ba-930ee103a0a2,0,3,"""{'feature': 'portability of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'I love the sound and it’s portability it’s what I needed for where I work clean crisp sound and bass you can feel', 'rephrased_it(without experience & observation)': 'The user loved the sound and portability of the speaker, which was exactly what he needed for where he works, and he mentioned that it has clean and crisp sound with bass.', 'sentiment': 'positive'}""",1,0,2.463395357131958,https://amazon.com/dp/B08X4YMTPM,I love the sound and it’s portability it’s what I needed for where I work clean crisp sound and bass you can feel on the other hand the battery life is not as advertised it is not 20 hours you can squeeze maybe 10 hours if the volumes at a whisper at high volume you get 4-5 hours im lucky enough to be close to an outlet to charge while I listen I bought a power bank when I’m unfortunate enough to not be near an outlet,"{'feature': 'portability of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'I love the sound and it’s portability it’s what I needed for where I work clean crisp sound and bass you can feel', 'rephrased_it(without experience & observation)': 'The user loved the sound and portability of the speaker, which was exactly what he needed for where he works, and he mentioned that it has clean and crisp sound with bass.', 'sentiment': 'positive'}",portability,"The user loved the sound and portability of the speaker, which was exactly what he needed for where he works, and he mentioned that it has clean and crisp sound with bass.",,"I love the speaker's sound and portability, which is exactly what I need for where I work. It has clean and crisp sound with bass.",yes
02887bf5-8cbb-11ed-a7ba-930ee103a0a2,22,4,"""{'feature': 'portability of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'The design is portless to prevent water intrusion, so the only design option was to add passive radiators 0n the sides to enhance base.', 'rephrased_it(without experience & observation)': 'The user mentioned that the design is portless to prevent water intrusion and passive radiators are added on the sides to enhance base.', 'sentiment': 'neutral'}""",3,0,2.304556608200073,https://amazon.com/dp/B08X4YMTPM,"The design is portless to prevent water intrusion, so the only design option was to add passive radiators 0n the sides to enhance base.

These are a compromise in audio compared to a port.

With the Woofer handling all base and midrange frequencies and then also trying to drive two large passive radiators is just too much for it to handle without playing havock with lower mid range distortions.  

Many people wont care or notice.

Unfortunately I do.","{'feature': 'portability of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'The design is portless to prevent water intrusion, so the only design option was to add passive radiators 0n the sides to enhance base.', 'rephrased_it(without experience & observation)': 'The user mentioned that the design is portless to prevent water intrusion and passive radiators are added on the sides to enhance base.', 'sentiment': 'neutral'}",portability,The user mentioned that the design is portless to prevent water intrusion and passive radiators are added on the sides to enhance base.,,The design is portless to prevent water intrusion and passive radiators are added on the sides to enhance bass.,yes
02887bf5-8cbb-11ed-a7ba-930ee103a0a2,4,5,"""{'feature': 'portability of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'I feel like Ive never charged this. I got it around three months ago, use it nearly daily, and have charged it just once or twice.', 'rephrased_it(without experience & observation)': 'The user mentioned that he has used the speaker for nearly daily basis for three months and charged it only once or twice.', 'sentiment': 'positive'}""",4,0,2.265063762664795,https://amazon.com/dp/B08X4YMTPM,"""Sound quality: For a speaker this size, I have never experienced better sound quality. No, it isnt really audiophile, but as a portable speaker its great. It can fill up a room very well with little loss of clarity."", ""Battery life: I feel like Ive never charged this. I got it around three months ago, use it nearly daily, and have charged it just once or twice."", ""Durability: I havent played football with it or anything but it has traveled perfectly well."", Connectivity: Works perfectly., ""Charge port: Ive only used this once but it seems fully functional.""","{'feature': 'portability of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'I feel like Ive never charged this. I got it around three months ago, use it nearly daily, and have charged it just once or twice.', 'rephrased_it(without experience & observation)': 'The user mentioned that he has used the speaker for nearly daily basis for three months and charged it only once or twice.', 'sentiment': 'positive'}",portability,The user mentioned that he has used the speaker for nearly daily basis for three months and charged it only once or twice.,,I have used the speaker almost daily for three months and charged it only once or twice.,yes
02887bf5-8cbb-11ed-a7ba-930ee103a0a2,0,4,"""{'feature': 'portability of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'Although there are carrying cases for it, I just wish that feature was already available and ready to go.', 'rephrased_it(without experience & observation)': 'The user mentioned that he wished that the speaker had a place for carrying/toting around. Although there are carrying cases for it, he just wished that feature was already available and ready to go.', 'sentiment': 'neutral'}""",5,0,2.478821992874146,https://amazon.com/dp/B08X4YMTPM,"Amazing sound quality and easy connecting.

The only reason I give this 4/5 stars is due to the speaker not having a place for carrying/toting around.

When I think of “portable” I think of carrying around with ease.

Although there are carrying cases for it, I just wish that feature was already available and ready to go.","{'feature': 'portability of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'Although there are carrying cases for it, I just wish that feature was already available and ready to go.', 'rephrased_it(without experience & observation)': 'The user mentioned that he wished that the speaker had a place for carrying/toting around. Although there are carrying cases for it, he just wished that feature was already available and ready to go.', 'sentiment': 'neutral'}",portability,"The user mentioned that he wished that the speaker had a place for carrying/toting around. Although there are carrying cases for it, he just wished that feature was already available and ready to go.",,"I wish the speaker had a place for carrying/toting around. Although there are carrying cases for it, I just wish that feature was already available and ready to go.",yes
02887bf5-8cbb-11ed-a7ba-930ee103a0a2,0,4,"""{'feature': 'portability of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'Its pretty portable and easy to just grab and go.', 'rephrased_it(without experience & observation)': 'The user mentioned that the speaker is portable and easy to carry while going. ', 'sentiment': 'positive'}""",6,0,1.722754240036011,https://amazon.com/dp/B08X4YMTPM,"Its pretty portable and easy to just grab and go.

"", ""Given its smaller size youll notice that it doesnt hit lows too well.  

Not much to be done about that regardless of the brand.

"", ""My biggest annoyance is how it can roll if its not plugged in..  Id rather it have a more sturdy base.  

It sits okay once youve set it down, but you can miss the base when setting it down and off it goes.""","{'feature': 'portability of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'Its pretty portable and easy to just grab and go.', 'rephrased_it(without experience & observation)': 'The user mentioned that the speaker is portable and easy to carry while going. ', 'sentiment': 'positive'}",portability,The user mentioned that the speaker is portable and easy to carry while going. ,,The speaker is portable and easy to carry while going.,yes
02887bf5-8cbb-11ed-a7ba-930ee103a0a2,8,5,"""{'feature': 'sound quality of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'Great sound quality, easy Bluetooth pairing, good range and solid built.', 'rephrased_it(without experience & observation)': 'The user mentioned that the speaker has great sound quality, easy Bluetooth pairing, good range and solid built.', 'sentiment': 'positive'}""",1,0,1.869779825210571,https://amazon.com/dp/B08X4YMTPM,"""I am picky about sound quality and I was frustrated with the sound that I was getting from my old traveling Bluetooth speaker.

At the same time I didnt want to spend too much.

After a lot of comparing I decided to give this one a try.

It was a good decision.

Great sound quality, easy Bluetooth pairing, good range and solid built.

It is heavy and a little bulky but those are minor inconveniences for a music lover like me.","{'feature': 'sound quality of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'Great sound quality, easy Bluetooth pairing, good range and solid built.', 'rephrased_it(without experience & observation)': 'The user mentioned that the speaker has great sound quality, easy Bluetooth pairing, good range and solid built.', 'sentiment': 'positive'}",sound quality,"The user mentioned that the speaker has great sound quality, easy Bluetooth pairing, good range and solid built.",,"The speaker has great sound quality, easy Bluetooth pairing, good range and solid built.",yes
